mic,temperature,humidity,status
767,23,46,0
330,20,59,1
348,25,48,1
467,31,25,0
692,23,83,0
118,27,57,0
506,28,76,1
596,42,83,0
493,43,45,0
673,48,34,0
401,36,62,1
482,25,98,1
758,37,16,0
475,31,93,1
447,24,72,1
430,40,39,1
810,14,94,0
810,36,43,0
810,40,41,0
370,29,74,1
105,22,24,0
492,29,61,1
335,25,55,1
295,36,44,1
273,47,56,0
481,24,31,1
516,27,92,1
518,35,58,1
874,11,80,0
429,41,87,0
706,29,60,0
107,35,27,0
468,34,52,1
318,36,30,1
599,24,84,0
404,26,89,1
772,31,92,0
592,31,55,0
557,35,20,0
610,28,27,0
527,10,32,0
308,37,87,1
335,24,82,1
371,36,86,1
612,40,97,0
434,28,37,1
432,30,35,1
179,39,14,0
304,15,92,0
305,24,51,1
743,20,62,0
613,30,24,0
327,25,33,1
639,38,71,0
498,35,51,1
826,38,43,0
559,22,57,0
127,32,43,0
474,21,86,1
582,23,77,0
349,18,80,0
467,23,19,0
285,29,47,1
130,22,31,0
513,24,96,1
653,34,22,0
314,44,82,0
534,28,24,0
359,24,89,1
741,40,56,0
392,34,37,1
162,29,12,0
328,31,43,1
761,31,17,0
368,35,23,0
751,23,27,0
612,44,44,0
352,39,42,1
294,35,90,1
259,32,58,0
491,26,11,0
461,26,91,1
581,33,23,0
304,30,46,1
510,35,95,1
819,27,91,0
786,38,74,0
301,23,51,1
206,39,90,0
390,40,90,1
454,33,93,1
438,30,33,1
736,26,18,0
693,46,55,0
459,26,97,1
700,36,54,0
876,25,88,0
110,33,16,0
773,16,100,0
423,43,72,0
612,33,45,0
737,27,35,0
492,39,33,1
488,39,58,1
605,24,99,0
481,40,69,1
335,25,88,1
466,34,70,1
549,38,18,0
851,19,67,0
506,31,73,1
784,28,48,0
457,28,31,1
311,29,10,0
285,25,94,1
163,41,53,0
391,47,74,0
490,34,45,1
148,34,50,0
727,35,12,0
261,21,27,0
363,37,99,1
328,26,74,1
371,18,77,0
335,25,46,1
541,15,48,0
149,33,92,0
340,26,32,1
752,36,72,0
505,21,95,1
331,26,74,1
288,37,36,1
284,45,41,0
513,40,42,1
401,29,21,0
357,35,76,1
244,40,33,0
337,25,99,1
592,28,50,0
538,14,42,0
376,36,39,1
446,21,35,1
275,27,12,0
281,26,22,0
339,30,83,1
495,24,46,1
394,16,68,0
743,22,45,0
359,40,99,1
327,25,95,1
759,44,73,0
446,30,85,1
198,40,25,0
559,47,75,0
380,35,67,1
137,45,75,0
408,20,56,1
326,29,98,1
641,31,56,0
334,38,77,1
855,27,38,0
432,27,95,1
527,39,26,0
437,30,62,1
453,27,77,1
334,34,44,1
857,27,86,0
524,42,80,0
376,39,57,1
319,34,52,1
409,34,83,1
391,38,52,1
693,20,31,0
778,40,15,0
355,29,76,1
851,43,75,0
384,20,95,1
586,26,42,0
476,24,40,1
403,35,15,0
469,45,57,0
390,27,92,1
756,39,65,0
455,31,79,1
566,32,98,0
316,23,81,1
576,32,13,0
153,29,21,0
297,27,97,1
293,36,21,0
341,29,61,1
303,22,29,0
296,20,85,1
516,18,36,0
442,39,56,1
100,27,25,0
398,24,75,1
807,43,64,0
466,38,54,1
703,15,33,0
239,23,12,0
444,30,56,1
346,34,95,1
302,37,91,1
288,30,63,1
406,25,99,1
352,38,99,1
577,20,18,0
373,25,79,1
345,38,36,1
312,33,32,1
340,23,48,1
235,32,23,0
453,26,88,1
664,46,96,0
346,21,66,1
360,33,49,1
498,35,57,1
466,29,54,1
397,37,28,0
530,23,100,0
455,13,37,0
589,26,18,0
390,28,57,1
887,37,91,0
453,47,42,0
383,34,93,1
340,37,51,1
313,27,94,1
289,38,37,1
369,28,41,1
289,33,78,1
427,25,41,1
403,22,72,1
731,11,99,0
290,22,63,1
664,39,15,0
364,27,73,1
390,49,52,0
802,40,69,0
639,40,92,0
343,27,46,1
350,31,31,1
434,30,47,1
460,20,33,1
376,33,40,1
462,23,81,1
699,27,39,0
494,18,48,0
356,27,97,1
377,32,73,1
301,35,58,1
402,32,97,1
473,36,55,1
302,37,75,1
191,38,71,0
303,32,67,1
388,26,71,1
329,31,21,0
793,23,13,0
266,40,22,0
343,23,17,0
513,27,66,1
314,25,54,1
294,22,90,1
671,10,82,0
634,33,34,0
346,25,60,1
646,40,46,0
286,21,100,1
315,47,53,0
108,45,55,0
449,22,57,1
282,11,34,0
819,50,70,0
311,42,70,0
375,21,35,1
413,36,60,1
375,28,96,1
127,46,37,0
427,36,71,1
277,23,27,0
773,26,29,0
381,37,31,1
285,26,71,1
284,30,40,1
332,48,64,0
446,32,80,1
379,21,36,1
500,29,67,1
445,39,40,1
381,30,75,1
148,24,47,0
315,26,72,1
822,30,22,0
565,29,13,0
414,31,78,1
633,27,10,0
605,37,26,0
309,38,52,1
348,33,10,0
498,28,47,1
155,37,85,0
502,25,79,1
325,39,52,1
599,24,20,0
835,27,14,0
611,32,29,0
473,29,45,1
508,39,66,1
264,32,89,0
620,16,30,0
329,26,84,1
820,14,32,0
686,29,47,0
142,33,33,0
238,25,58,0
192,20,14,0
418,22,17,0
407,28,44,1
460,25,84,1
285,23,46,1
370,24,99,1
174,18,32,0
443,20,78,1
462,25,44,1
219,49,34,0
483,35,100,1
366,38,57,1
498,39,76,1
235,14,74,0
556,32,49,0
244,30,13,0
611,15,94,0
238,24,52,0
118,47,68,0
135,21,27,0
471,32,63,1
624,30,86,0
286,27,61,1
269,21,10,0
811,23,85,0
472,34,45,1
417,37,33,1
820,24,35,0
356,25,51,1
132,40,28,0
297,40,74,1
725,46,98,0
341,18,40,0
162,35,14,0
635,26,21,0
506,24,56,1
446,26,59,1
857,47,57,0
733,25,82,0
458,25,60,1
387,25,41,1
639,40,10,0
876,48,45,0
109,15,77,0
789,29,18,0
316,10,82,0
161,28,27,0
715,31,30,0
611,35,33,0
389,21,21,0
476,25,55,1
531,39,87,0
272,18,35,0
355,24,30,1
394,36,37,1
402,35,41,1
423,25,75,1
699,30,28,0
785,17,38,0
625,34,87,0
446,33,79,1
749,35,20,0
511,39,62,1
462,27,69,1
684,34,14,0
450,24,90,1
356,25,64,1
625,37,31,0
619,29,14,0
478,14,47,0
485,25,13,0
460,42,63,0
190,42,94,0
360,25,64,1
327,24,58,1
494,29,88,1
599,33,27,0
156,34,29,0
360,22,66,1
580,25,76,0
361,31,74,1
485,37,49,1
350,29,31,1
178,37,49,0
289,49,35,0
292,22,90,1
571,28,74,0
303,39,17,0
456,33,84,1
112,26,80,0
692,25,79,0
425,26,46,1
286,21,94,1
663,37,93,0
297,34,71,1
597,37,55,0
396,32,80,1
179,30,46,0
469,32,54,1
228,13,97,0
568,25,96,0
785,36,70,0
851,24,26,0
485,23,62,1
618,35,27,0
234,32,64,0
856,32,31,0
735,31,78,0
603,31,86,0
474,25,97,1
311,38,21,0
381,24,10,0
316,40,96,1
354,28,94,1
485,29,32,1
873,16,66,0
381,43,80,0
252,26,96,0
842,23,53,0
469,38,71,1
510,29,76,1
713,26,27,0
811,37,48,0
738,41,57,0
357,36,80,1
364,34,93,1
540,30,66,0
294,24,89,1
561,26,99,0
422,29,96,1
627,21,42,0
303,38,99,1
411,49,30,0
395,28,57,1
749,15,30,0
515,30,96,1
463,28,66,1
613,22,64,0
579,25,25,0
894,27,19,0
399,20,87,1
753,35,49,0
454,23,34,1
271,10,43,0
654,36,19,0
207,24,34,0
307,39,95,1
819,18,33,0
420,21,20,0
470,24,53,1
643,25,69,0
497,33,36,1
812,42,51,0
140,48,45,0
842,35,71,0
477,20,93,1
349,26,28,0
854,38,27,0
397,40,47,1
328,27,41,1
358,36,70,1
512,38,51,1
801,20,46,0
207,23,64,0
461,27,23,0
131,16,73,0
295,31,40,1
897,48,66,0
358,24,86,1
847,25,10,0
739,27,35,0
497,28,90,1
473,24,42,1
319,30,87,1
261,39,28,0
505,42,79,0
466,34,69,1
478,29,79,1
587,41,87,0
630,29,10,0
577,31,92,0
712,21,59,0
823,44,71,0
454,40,39,1
445,33,40,1
307,35,33,1
326,25,87,1
877,46,63,0
179,22,20,0
216,25,27,0
384,25,78,1
730,28,38,0
403,11,89,0
299,33,91,1
256,28,46,0
258,40,44,0
453,21,91,1
411,40,61,1
322,24,93,1
793,47,71,0
630,34,14,0
299,20,69,1
348,20,90,1
416,27,84,1
843,37,43,0
331,24,28,0
200,47,70,0
460,31,61,1
130,48,83,0
377,34,64,1
470,39,94,1
141,24,26,0
275,21,70,0
656,49,85,0
313,27,61,1
461,20,85,1
867,46,75,0
291,28,65,1
315,40,74,1
372,34,68,1
827,23,16,0
516,34,48,1
606,38,17,0
490,27,67,1
490,30,31,1
275,29,39,0
861,27,76,0
629,30,86,0
580,24,19,0
134,40,20,0
435,22,80,1
154,44,32,0
309,36,52,1
520,31,86,1
143,26,25,0
289,25,32,1
293,23,55,1
512,33,50,1
886,48,36,0
665,13,80,0
774,27,15,0
315,40,93,1
126,12,69,0
465,22,89,1
500,22,82,1
377,30,94,1
504,50,32,0
533,26,53,0
328,37,47,1
424,31,87,1
503,35,33,1
700,24,76,0
330,34,91,1
437,28,52,1
120,28,69,0
252,24,51,0
617,26,13,0
374,33,77,1
231,22,77,0
845,32,35,0
846,40,83,0
399,33,22,0
449,34,80,1
396,36,52,1
664,13,83,0
371,32,39,1
670,38,54,0
348,28,63,1
309,36,77,1
513,28,30,1
616,24,11,0
596,20,36,0
530,26,24,0
455,21,83,1
311,32,86,1
366,32,89,1
364,33,90,1
726,40,53,0
200,25,10,0
466,40,18,0
761,34,22,0
333,31,78,1
177,42,52,0
467,25,94,1
576,15,34,0
824,40,10,0
310,33,45,1
369,14,33,0
761,13,47,0
404,33,92,1
631,20,12,0
466,35,49,1
331,17,56,0
136,21,55,0
442,32,46,1
655,17,48,0
305,29,54,1
535,32,22,0
175,22,11,0
730,21,46,0
446,39,81,1
362,33,48,1
348,34,67,1
719,50,47,0
284,30,65,1
103,37,16,0
458,31,13,0
489,37,74,1
869,25,39,0
725,17,49,0
281,35,33,1
507,26,45,1
519,25,68,1
291,31,47,1
345,40,84,1
797,17,49,0
797,38,11,0
546,18,70,0
438,34,82,1
413,26,53,1
636,50,82,0
388,40,62,1
430,24,69,1
328,27,34,1
510,18,34,0
346,23,35,1
558,46,46,0
337,28,50,1
604,40,68,0
409,31,84,1
113,29,89,0
552,28,16,0
429,36,98,1
475,40,13,0
413,26,38,1
304,33,86,1
477,38,63,1
427,29,72,1
788,23,21,0
457,22,91,1
303,33,40,1
519,27,91,1
430,32,98,1
636,26,60,0
323,39,75,1
209,32,72,0
497,23,21,0
405,39,99,1
449,12,84,0
515,38,82,1
643,22,70,0
288,32,31,1
591,23,69,0
447,36,62,1
611,34,26,0
840,37,21,0
123,40,91,0
626,18,87,0
874,18,44,0
593,39,15,0
541,17,48,0
646,16,60,0
438,31,35,1
620,23,96,0
703,23,93,0
543,34,42,0
403,23,65,1
263,27,44,0
497,38,48,1
644,15,40,0
549,41,81,0
553,22,32,0
164,33,58,0
485,39,84,1
486,32,87,1
653,27,69,0
845,36,20,0
593,25,19,0
427,36,80,1
179,21,98,0
400,22,13,0
429,40,75,1
800,23,100,0
298,40,84,1
442,31,79,1
466,26,51,1
789,14,68,0
372,10,71,0
346,36,48,1
503,35,76,1
247,39,24,0
375,24,70,1
341,27,70,1
410,31,26,0
445,28,54,1
370,27,45,1
350,32,60,1
178,31,13,0
663,24,33,0
885,37,22,0
613,31,52,0
165,11,75,0
371,22,80,1
790,43,31,0
199,30,61,0
606,27,25,0
165,35,49,0
741,33,53,0
466,24,91,1
226,21,84,0
301,40,58,1
808,16,67,0
875,36,10,0
422,38,49,1
482,34,50,1
301,24,86,1
469,37,70,1
314,21,37,1
205,28,71,0
437,26,95,1
302,25,52,1
785,26,62,0
415,36,24,0
430,40,84,1
168,29,20,0
406,20,72,1
609,32,72,0
289,39,50,1
501,23,30,1
459,25,96,1
509,37,35,1
180,37,12,0
376,31,89,1
205,45,88,0
810,35,20,0
309,26,30,1
508,26,99,1
684,33,23,0
385,35,52,1
524,42,67,0
391,24,60,1
612,33,68,0
249,36,61,0
773,32,34,0
321,29,40,1
568,28,45,0
129,15,78,0
361,29,98,1
446,20,83,1
450,21,21,0
350,40,74,1
352,38,97,1
210,42,59,0
592,21,28,0
377,25,53,1
577,25,13,0
639,30,47,0
390,21,75,1
492,27,93,1
432,23,72,1
870,30,14,0
650,42,52,0
143,34,31,0
882,47,32,0
419,33,24,0
284,11,39,0
769,40,45,0
769,48,63,0
510,30,65,1
436,34,50,1
354,10,61,0
357,24,30,1
396,40,43,1
162,34,49,0
370,23,86,1
581,46,55,0
573,23,13,0
180,38,27,0
447,17,84,0
318,22,54,1
302,32,100,1
469,33,98,1
383,21,84,1
298,24,49,1
119,44,41,0
335,38,84,1
495,21,32,1
374,35,33,1
377,25,90,1
462,31,44,1
225,18,68,0
347,29,12,0
434,38,33,1
613,32,10,0
299,37,67,1
420,23,96,1
431,10,31,0
376,24,48,1
287,22,76,1
135,37,49,0
583,47,64,0
591,37,85,0
744,38,82,0
366,32,63,1
105,15,94,0
251,24,65,0
607,46,83,0
333,23,31,1
390,39,43,1
300,24,99,1
317,28,26,0
518,36,84,1
289,40,63,1
211,14,56,0
458,30,63,1
460,25,10,0
476,29,85,1
378,11,73,0
353,20,71,1
372,25,91,1
440,22,88,1
564,38,35,0
676,24,27,0
502,10,60,0
160,33,65,0
410,26,29,0
804,38,13,0
874,22,66,0
524,35,39,0
726,34,43,0
847,34,65,0
509,32,29,0
159,33,62,0
613,29,38,0
627,39,23,0
316,40,45,1
345,32,67,1
773,38,93,0
729,26,60,0
463,39,83,1
670,22,44,0
508,43,41,0
892,37,13,0
618,34,92,0
321,32,82,1
513,23,93,1
424,28,60,1
524,22,85,0
416,22,57,1
774,15,52,0
585,33,23,0
859,19,35,0
410,34,79,1
501,34,91,1
419,27,61,1
511,21,40,1
556,11,72,0
855,39,24,0
350,25,31,1
895,24,64,0
540,43,99,0
417,38,10,0
183,16,52,0
516,33,81,1
337,36,46,1
326,24,78,1
316,40,100,1
291,39,94,1
470,32,37,1
290,31,83,1
327,28,12,0
117,26,87,0
468,39,43,1
325,32,43,1
377,32,66,1
443,35,59,1
837,49,93,0
135,31,16,0
325,40,62,1
407,14,45,0
105,27,98,0
652,12,35,0
662,35,16,0
430,21,55,1
774,45,88,0
808,48,57,0
483,14,36,0
822,11,60,0
491,25,15,0
435,27,69,1
514,38,76,1
854,31,14,0
206,23,16,0
516,37,38,1
893,31,28,0
519,20,40,1
194,26,17,0
631,41,98,0
296,35,38,1
491,30,66,1
460,36,98,1
382,33,31,1
324,21,51,1
662,29,60,0
401,38,99,1
720,27,43,0
460,37,91,1
845,46,75,0
760,50,66,0
377,22,88,1
343,34,91,1
301,33,50,1
339,38,40,1
728,31,19,0
515,31,49,1
844,45,85,0
808,34,24,0
133,25,52,0
438,22,12,0
456,20,43,1
307,23,86,1
693,12,62,0
363,40,68,1
313,40,84,1
268,39,80,0
509,33,62,1
371,26,62,1
405,31,53,1
249,22,86,0
593,43,41,0
453,22,70,1
527,13,38,0
538,19,79,0
414,10,41,0
431,31,57,1
154,37,94,0
491,23,75,1
219,33,80,0
468,20,92,1
301,20,22,0
178,29,66,0
801,14,38,0
401,12,37,0
132,32,41,0
777,22,17,0
503,26,71,1
398,39,79,1
392,24,21,0
886,24,11,0
636,29,58,0
208,30,97,0
263,19,61,0
853,21,50,0
574,38,29,0
433,33,96,1
422,32,66,1
771,32,20,0
386,37,65,1
134,30,95,0
394,26,90,1
414,32,63,1
151,40,16,0
311,31,24,0
572,11,96,0
292,32,55,1
499,31,41,1
581,36,10,0
843,42,81,0
702,30,10,0
381,23,83,1
411,30,44,1
366,36,31,1
452,34,32,1
580,43,76,0
661,17,35,0
437,27,34,1
501,31,85,1
255,10,39,0
556,39,22,0
479,35,43,1
340,39,29,0
302,13,59,0
578,22,63,0
315,23,74,1
351,39,55,1
488,32,95,1
723,16,93,0
148,35,44,0
355,36,25,0
293,37,73,1
479,37,68,1
341,39,77,1
168,24,23,0
326,43,100,0
364,42,48,0
641,24,72,0
828,29,99,0
357,31,57,1
429,36,93,1
452,22,84,1
826,36,33,0
406,21,86,1
394,38,44,1
732,36,26,0
393,34,65,1
347,37,81,1
309,14,79,0
764,21,56,0
101,32,93,0
732,28,23,0
812,26,59,0
449,12,60,0
124,30,79,0
609,36,29,0
434,21,39,1
485,30,77,1
318,31,48,1
410,33,70,1
858,12,91,0
607,36,28,0
249,28,23,0
481,48,76,0
469,26,54,1
733,43,55,0
337,25,43,1
108,35,15,0
593,10,70,0
493,20,96,1
313,48,37,0
648,29,17,0
345,36,91,1
309,22,93,1
188,12,46,0
386,32,65,1
680,44,77,0
247,37,30,0
533,35,76,0
342,29,67,1
475,22,100,1
333,24,100,1
369,26,48,1
577,49,85,0
369,27,47,1
373,25,78,1
594,14,75,0
397,25,80,1
392,10,82,0
401,28,89,1
318,27,90,1
898,41,42,0
721,38,100,0
515,26,97,1
411,30,61,1
359,25,93,1
476,39,93,1
821,38,16,0
386,24,42,1
342,24,53,1
348,25,32,1
363,32,87,1
711,19,30,0
240,36,89,0
325,33,80,1
422,22,48,1
845,39,84,0
596,37,11,0
497,25,88,1
324,32,91,1
502,22,100,1
751,14,78,0
424,34,42,1
307,33,97,1
101,37,99,0
436,37,90,1
268,24,12,0
164,46,75,0
466,35,88,1
280,25,89,1
316,20,92,1
395,27,61,1
496,25,38,1
744,18,57,0
796,45,39,0
854,19,37,0
104,27,22,0
142,32,71,0
146,22,10,0
347,37,24,0
108,31,70,0
723,24,30,0
598,39,88,0
386,22,30,1
425,32,43,1
125,37,100,0
439,21,62,1
407,39,68,1
779,24,97,0
456,20,67,1
102,32,53,0
505,24,71,1
340,23,100,1
160,23,47,0
385,40,97,1
349,20,91,1
428,36,45,1
867,29,97,0
275,23,44,0
733,20,90,0
300,21,58,1
494,12,54,0
527,22,28,0
384,41,82,0
784,22,87,0
369,33,15,0
819,23,70,0
528,30,61,0
568,49,49,0
326,20,97,1
628,33,21,0
539,32,32,0
463,33,73,1
407,37,71,1
769,35,22,0
289,20,86,1
532,25,42,0
313,37,61,1
287,27,49,1
421,31,94,1
722,34,37,0
798,20,95,0
492,22,56,1
437,31,94,1
543,23,64,0
818,20,34,0
358,24,18,0
621,32,27,0
577,45,75,0
399,21,83,1
445,23,38,1
449,27,78,1
176,29,81,0
842,40,62,0
275,27,80,0
595,34,19,0
477,26,97,1
880,20,24,0
885,29,45,0
883,20,63,0
460,33,48,1
217,20,28,0
645,30,22,0
161,20,96,0
369,20,52,1
641,37,31,0
380,21,77,1
301,32,76,1
677,27,37,0
771,37,11,0
493,36,37,1
897,23,52,0
466,38,53,1
265,41,75,0
325,37,30,1
183,13,32,0
343,19,39,0
844,40,59,0
464,26,97,1
157,32,76,0
454,30,90,1
293,23,91,1
450,30,60,1
889,34,24,0
494,36,27,0
255,25,23,0
862,31,21,0
460,36,40,1
436,30,64,1
431,21,97,1
797,45,87,0
372,24,45,1
651,16,55,0
882,32,88,0
446,20,30,1
749,14,53,0
524,38,75,0
442,20,65,1
422,40,33,1
358,27,36,1
394,33,83,1
435,25,43,1
138,12,56,0
360,22,96,1
370,29,49,1
502,20,80,1
309,38,40,1
720,39,24,0
471,36,43,1
518,34,60,1
803,36,11,0
518,34,57,1
363,23,61,1
583,15,66,0
483,26,25,0
650,43,86,0
602,38,94,0
677,38,47,0
783,32,72,0
821,25,13,0
509,30,82,1
282,24,64,1
442,26,45,1
873,46,94,0
479,47,41,0
472,25,68,1
693,34,18,0
103,24,26,0
348,30,42,1
520,40,79,1
764,18,50,0
475,35,59,1
439,22,59,1
528,16,83,0
563,34,20,0
753,24,63,0
651,33,21,0
475,38,26,0
405,25,95,1
792,42,64,0
193,18,82,0
233,33,70,0
518,28,70,1
810,13,61,0
306,26,82,1
199,49,48,0
358,32,16,0
463,37,59,1
825,19,64,0
440,27,79,1
358,34,79,1
445,28,92,1
500,34,58,1
448,26,55,1
392,33,92,1
799,35,45,0
372,40,64,1
344,32,69,1
623,44,31,0
320,26,33,1
897,37,58,0
188,25,20,0
170,28,38,0
376,40,38,1
449,26,80,1
195,33,65,0
512,29,78,1
419,49,73,0
346,29,63,1
364,22,30,1
328,35,76,1
207,33,47,0
677,21,73,0
472,29,62,1
489,20,57,1
363,44,72,0
537,11,86,0
540,38,24,0
343,32,29,0
498,28,59,1
418,20,77,1
750,25,89,0
744,44,40,0
891,25,25,0
630,17,36,0
470,34,55,1
502,30,72,1
469,38,32,1
319,37,45,1
344,39,74,1
712,24,41,0
493,35,35,1
484,36,48,1
265,39,47,0
617,44,51,0
825,39,88,0
428,37,94,1
676,44,84,0
500,26,47,1
444,32,49,1
665,31,60,0
498,31,93,1
449,40,46,1
534,38,53,0
509,28,94,1
723,26,24,0
430,22,48,1
342,26,90,1
878,29,16,0
428,20,94,1
307,34,36,1
879,20,63,0
125,45,68,0
440,23,73,1
395,32,81,1
644,14,46,0
321,30,84,1
691,32,36,0
671,30,63,0
146,39,40,0
463,23,100,1
599,38,91,0
810,38,16,0
510,34,15,0
335,33,41,1
214,12,80,0
471,22,97,1
365,22,71,1
427,21,24,0
577,50,37,0
438,25,58,1
530,32,23,0
446,24,80,1
582,30,75,0
881,50,39,0
831,25,22,0
179,45,88,0
495,25,90,1
393,34,83,1
188,18,63,0
452,38,53,1
308,29,62,1
394,33,92,1
464,35,36,1
368,35,58,1
845,19,57,0
313,23,73,1
276,26,73,0
397,17,69,0
846,17,49,0
427,24,99,1
506,20,28,0
485,28,46,1
192,22,34,0
407,26,64,1
355,22,92,1
479,22,88,1
427,39,60,1
341,34,88,1
900,19,79,0
401,32,69,1
540,12,80,0
171,26,30,0
491,33,44,1
199,44,92,0
373,37,90,1
351,17,35,0
847,34,27,0
338,33,65,1
581,30,43,0
296,24,80,1
597,33,44,0
692,40,18,0
280,35,94,1
165,27,11,0
658,32,12,0
367,31,56,1
311,20,26,0
334,37,94,1
509,34,85,1
461,38,83,1
859,33,34,0
380,26,28,0
407,31,97,1
351,34,62,1
443,37,29,0
293,25,32,1
680,22,29,0
449,39,19,0
362,15,81,0
326,20,98,1
318,25,49,1
401,24,89,1
466,28,37,1
361,35,72,1
636,28,25,0
804,46,68,0
891,44,86,0
407,28,94,1
532,35,82,0
674,12,36,0
559,46,45,0
338,23,78,1
631,27,23,0
890,23,27,0
340,38,90,1
265,48,67,0
709,40,29,0
874,20,25,0
347,28,54,1
726,32,72,0
412,21,89,1
777,24,77,0
505,33,30,1
328,32,43,1
376,20,76,1
588,13,65,0
531,27,81,0
464,19,86,0
700,29,48,0
360,30,30,1
377,38,48,1
478,36,60,1
187,25,29,0
504,18,75,0
776,21,53,0
568,43,97,0
640,23,68,0
341,31,82,1
395,38,89,1
256,20,52,0
723,34,92,0
376,25,64,1
339,30,50,1
326,36,62,1
717,12,97,0
754,31,15,0
400,35,87,1
449,21,30,1
443,23,89,1
355,22,58,1
314,30,96,1
450,23,33,1
106,21,54,0
506,25,60,1
406,38,82,1
400,23,94,1
413,24,71,1
467,12,64,0
630,27,15,0
287,30,15,0
455,42,89,0
861,36,25,0
229,33,13,0
349,32,82,1
629,18,41,0
491,37,62,1
366,23,91,1
398,26,56,1
775,46,70,0
888,15,76,0
598,27,11,0
370,33,43,1
892,18,59,0
792,17,35,0
349,42,92,0
358,36,39,1
347,40,97,1
475,26,52,1
629,27,15,0
808,15,85,0
132,41,76,0
497,34,49,1
408,40,41,1
333,29,32,1
487,24,54,1
856,33,36,0
381,28,92,1
470,32,70,1
312,28,68,1
407,20,15,0
463,35,68,1
391,38,99,1
377,26,53,1
507,27,33,1
336,20,39,1
318,40,60,1
431,27,26,0
561,40,22,0
518,27,88,1
511,21,81,1
490,32,56,1
648,30,15,0
439,34,48,1
198,32,96,0
234,35,93,0
364,28,75,1
638,21,71,0
512,31,60,1
164,43,79,0
230,37,71,0
706,42,73,0
417,22,43,1
422,30,88,1
125,25,18,0
137,36,53,0
684,43,97,0
325,28,88,1
338,20,87,1
509,29,77,1
377,20,85,1
101,40,41,0
318,22,30,1
770,11,41,0
457,40,47,1
206,20,17,0
888,38,27,0
498,26,43,1
830,35,75,0
476,40,51,1
709,33,60,0
616,24,12,0
475,31,16,0
327,33,85,1
656,16,42,0
306,34,91,1
359,28,80,1
330,40,86,1
365,29,57,1
661,47,58,0
369,38,33,1
416,37,63,1
158,34,18,0
177,13,86,0
747,40,72,0
405,35,20,0
516,36,39,1
427,40,91,1
518,32,45,1
405,41,55,0
102,27,60,0
405,20,63,1
703,50,65,0
410,20,86,1
527,33,53,0
413,26,56,1
390,23,58,1
372,38,73,1
394,21,92,1
709,35,95,0
433,20,83,1
430,38,32,1
492,27,92,1
473,30,57,1
809,38,88,0
165,17,52,0
786,17,44,0
409,17,37,0
475,22,37,1
314,20,80,1
691,23,64,0
302,40,46,1
432,23,66,1
504,33,54,1
413,30,98,1
431,20,48,1
373,25,46,1
824,34,17,0
323,20,22,0
662,33,28,0
237,18,84,0
628,26,66,0
480,24,88,1
896,48,79,0
442,40,61,1
481,27,45,1
475,29,83,1
151,21,26,0
296,24,50,1
428,42,93,0
319,38,25,0
418,20,56,1
458,36,38,1
489,35,83,1
446,35,57,1
327,42,100,0
780,24,23,0
395,35,23,0
102,27,57,0
813,35,69,0
331,22,14,0
537,34,26,0
837,15,69,0
454,40,73,1
407,32,94,1
346,28,48,1
455,27,38,1
795,46,57,0
255,43,81,0
516,25,39,1
832,45,72,0
321,48,45,0
688,35,43,0
296,27,81,1
815,46,71,0
509,22,42,1
251,28,68,0
876,48,76,0
206,24,95,0
260,22,96,0
206,13,73,0
420,31,63,1
342,24,61,1
110,39,12,0
542,22,38,0
621,26,16,0
618,35,10,0
891,36,18,0
769,33,41,0
702,49,91,0
338,30,43,1
890,31,54,0
452,37,86,1
633,22,64,0
675,23,82,0
743,22,85,0
136,23,17,0
423,40,34,1
482,34,54,1
168,49,95,0
778,33,23,0
487,26,95,1
152,37,63,0
555,21,32,0
404,26,76,1
294,30,54,1
254,16,54,0
755,46,60,0
878,11,96,0
400,39,44,1
505,24,76,1
455,36,69,1
343,32,32,1
606,32,27,0
755,23,62,0
604,30,50,0
295,28,70,1
874,47,98,0
180,28,86,0
162,20,17,0
580,48,85,0
378,40,97,1
793,35,27,0
484,40,100,1
474,22,32,1
420,24,86,1
597,29,28,0
196,29,77,0
827,29,73,0
486,26,75,1
865,21,68,0
224,31,21,0
128,33,34,0
324,32,81,1
360,39,66,1
135,39,91,0
329,23,40,1
358,40,98,1
295,38,63,1
441,21,61,1
321,31,72,1
109,39,51,0
487,25,55,1
802,49,90,0
307,37,25,0
486,28,56,1
281,24,100,1
203,27,76,0
854,32,20,0
517,30,61,1
886,20,44,0
498,31,41,1
159,40,31,0
343,36,93,1
415,36,74,1
156,41,30,0
243,24,52,0
215,20,97,0
323,31,49,1
818,44,78,0
312,44,74,0
461,25,70,1
312,26,46,1
808,22,94,0
454,28,99,1
463,26,56,1
438,30,60,1
836,30,82,0
418,42,88,0
237,44,93,0
462,21,74,1
421,35,39,1
484,20,70,1
892,31,25,0
518,30,86,1
557,40,80,0
404,33,82,1
765,21,83,0
506,26,81,1
448,36,84,1
442,25,41,1
445,36,24,0
479,37,50,1
412,28,19,0
856,49,50,0
435,34,42,1
564,30,49,0
682,23,28,0
705,37,58,0
490,37,79,1
873,15,79,0
783,28,26,0
854,45,30,0
517,14,75,0
274,36,81,0
574,48,88,0
857,38,21,0
316,31,57,1
323,33,58,1
310,14,51,0
408,26,16,0
422,28,69,1
353,33,47,1
399,38,85,1
886,19,71,0
347,36,90,1
449,27,13,0
245,38,45,0
525,28,16,0
634,35,64,0
301,21,86,1
461,30,64,1
472,27,55,1
